id,category,name,price,popularity,margin,in_stock,valid_from,valid_to
SKU_00057,audio,Classic Soundbar,44,0.39481068556199694,0.27867410981525725,True,2022-03-01 00:00:00,
SKU_00058,accessories,Elite Holder,462,0.2822286107735848,0.3056212890248041,True,2022-03-01 00:00:00,
SKU_00059,accessories,Basic Holder,88,0.5075685981997673,0.1396736793936259,True,2022-03-01 00:00:00,
SKU_00060,smartphones,Basic Power Bank,455,0.83537148958628,0.33838676439493587,True,2022-03-01 00:00:00,
SKU_00061,gaming,Premium Capture Card,144,0.4251152423264737,0.16835582308593972,True,2022-03-01 00:00:00,
SKU_00062,audio,Elite Turntable,219,0.4376863967668735,0.25294513366728083,True,2022-03-01 00:00:00,
SKU_00063,gaming,Premium Joystick,45,0.11320655213236053,0.08420764619753933,True,2022-03-01 00:00:00,
SKU_00064,smartphones,Essential Screen Protector,101,0.23966304562121832,0.30493155775817543,True,2022-03-01 00:00:00,
SKU_00065,smartphones,Essential Phone Case,98,0.19730044025315546,0.14824817897172232,True,2022-03-01 00:00:00,
SKU_00066,smartphones,Elite Phone Mount,61,0.8041310566103929,0.26259540623651867,True,2022-03-01 00:00:00,
SKU_00067,smartphones,Essential Stylus,104,0.9135586613271406,0.1790288944427082,True,2022-03-01 00:00:00,
SKU_00068,smartphones,Classic Charging Dock,65,0.17726191063469102,0.08077495809183204,True,2022-03-01 00:00:00,
SKU_00069,smartphones,Classic Power Bank,17,0.308061658769118,0.3037156793499059,True,2022-03-01 00:00:00,
SKU_00070,gaming,Elite Headset,199,0.575214452871667,0.18366582580652735,True,2022-03-01 00:00:00,
SKU_00071,laptops,Basic Docking Station,16,0.23962946110889044,0.08537317482925527,True,2022-03-01 00:00:00,
SKU_00072,gaming,Basic Mousepad,27,0.8510108010138077,0.2643601877815521,True,2022-03-01 00:00:00,
SKU_00073,tablets,Basic Drawing Pen,63,0.6148086180781029,0.11188266900524307,True,2022-03-01 00:00:00,
SKU_00074,laptops,Essential Docking Station,40,0.4249334288627803,0.17362626242095114,True,2022-03-01 00:00:00,
SKU_00075,smartphones,Classic Screen Protector,109,0.19474939291570809,0.2433763606677271,True,2022-03-01 00:00:00,
SKU_00076,accessories,Elite Holder,65,0.3878726814528114,0.246149606790441,True,2022-03-01 00:00:00,
SKU_00077,laptops,Classic Webcam,66,0.7691131715665773,0.1789280573425469,True,2022-03-01 00:00:00,
SKU_00078,laptops,Classic USB Hub,30,0.7141306029180212,0.19795390044269848,True,2022-03-01 00:00:00,
SKU_00079,accessories,Pro Hook,100,0.5135955817319324,0.22104845619186597,True,2022-03-01 00:00:00,
SKU_00080,laptops,Premium Webcam,139,0.5625409630482436,0.10251153982686585,True,2022-03-01 00:00:00,
SKU_00081,accessories,Elite Holder,45,0.407689444761837,0.10456458241784497,True,2022-03-01 00:00:00,
SKU_00082,smartphones,Elite Smartwatch,123,0.29656661872475243,0.2968622710097919,True,2022-03-01 00:00:00,
SKU_00083,audio,Classic Soundbar,55,0.9633356495308646,0.22450873402136823,True,2022-03-01 00:00:00,
SKU_00084,laptops,Basic Cooling Pad,136,0.9696792309540451,0.1989756959307405,True,2022-03-01 00:00:00,
SKU_00085,audio,Pro Soundbar,99,0.13458552563689097,0.15696098905325728,True,2022-03-01 00:00:00,
SKU_00086,accessories,Premium Adapter,139,0.934261632507741,0.3001874212350683,True,2022-03-01 00:00:00,
SKU_00087,smartphones,Premium Phone Case,32,0.6023684747367647,0.3442247692700208,True,2022-03-01 00:00:00,
SKU_00088,gaming,Elite Stream Deck,46,0.3744845819488801,0.31800723215790183,True,2022-03-01 00:00:00,
SKU_00089,tablets,Essential Tablet Case,98,0.5020405362072018,0.16573487475416349,True,2022-03-01 00:00:00,
SKU_00090,gaming,Classic Stream Deck,38,0.8555997684375766,0.11373188475493642,True,2022-03-01 00:00:00,
SKU_00091,smartphones,Basic Phone Stand,1642,0.5753794764805821,0.1466086558053105,True,2022-03-01 00:00:00,
SKU_00092,smartphones,Essential Phone Stand,13,0.1661387291983935,0.14682049219652255,True,2022-03-01 00:00:00,
SKU_00093,audio,Essential Soundbar,262,0.3247897449681344,0.17188591815332702,True,2022-03-01 00:00:00,
SKU_00094,accessories,Classic Cable,44,0.6572263264401432,0.31447810902287976,True,2022-03-01 00:00:00,
SKU_00095,accessories,Premium Clip,35,0.3282959437312234,0.21027781784098082,True,2022-03-01 00:00:00,
SKU_00096,gaming,Classic Capture Card,78,0.4927313063611253,0.09687707820363514,True,2022-03-01 00:00:00,
SKU_00097,smartphones,Basic Stylus,846,0.7435229099456687,0.23068213096863255,True,2022-03-01 00:00:00,
SKU_00098,gaming,Essential Stream Deck,186,0.4371298426736123,0.09643130573476777,True,2022-03-01 00:00:00,
SKU_00099,gaming,Basic Capture Card,307,0.969250975340871,0.14057669866013645,True,2022-03-01 00:00:00,
SKU_00100,accessories,Basic Strap,9,0.5326543847798468,0.19737089912395298,True,2022-03-01 00:00:00,
SKU_00101,tablets,Premium Tablet Case,42,0.9805923794038662,0.34345189038425594,True,2022-03-01 00:00:00,
SKU_00102,gaming,Elite Joystick,133,0.263388180890755,0.31468061906182354,True,2022-03-01 00:00:00,
SKU_00103,gaming,Basic Headset,534,0.8807113444879328,0.2889917195423739,True,2022-03-01 00:00:00,
SKU_00104,audio,Elite Earbuds,224,0.13410594079330038,0.11182037306190422,True,2022-03-01 00:00:00,
SKU_00105,accessories,Pro Adapter,28,0.17513271859084062,0.08892570782609716,True,2022-03-01 00:00:00,
SKU_00106,laptops,Basic Laptop Sleeve,365,0.6163276817192562,0.2558789483129306,True,2022-03-01 00:00:00,
SKU_00107,accessories,Elite Cable,324,0.5175797715687067,0.18302691931739323,True,2022-03-01 00:00:00,
SKU_00108,accessories,Classic Holder,19,0.7793845639329646,0.12041858020753862,True,2022-03-01 00:00:00,
SKU_00109,gaming,Premium Racing Wheel,90,0.7490096831294945,0.3152131225918282,True,2022-03-01 00:00:00,
SKU_00110,tablets,Premium Grip,241,0.2163523989123457,0.13869455477840673,True,2022-03-01 00:00:00,
SKU_00111,smartphones,Essential Phone Stand,117,0.9367164818524705,0.20047096838328912,True,2022-03-01 00:00:00,
SKU_00112,gaming,Classic Stream Deck,174,0.6410033534259041,0.09561776015109574,True,2022-03-01 00:00:00,
SKU_00113,smartphones,Pro Phone Stand,34,0.5372610748861388,0.1976991629558974,True,2022-03-01 00:00:00,
SKU_00114,smartphones,Basic Power Bank,111,0.4180445807357568,0.10881528627049253,True,2022-03-01 00:00:00,
SKU_00115,gaming,Classic Mousepad,289,0.16669168096016831,0.3431608572625104,True,2022-03-01 00:00:00,
SKU_00116,accessories,Pro Strap,56,0.6440704528336568,0.29562451321255,True,2022-03-01 00:00:00,
SKU_00117,smartphones,Essential Power Bank,200,0.36204088247899113,0.26063381295322363,True,2022-03-01 00:00:00,
SKU_00118,laptops,Premium Laptop Sleeve,21,0.6490129168046466,0.20964463332468192,True,2022-03-01 00:00:00,
SKU_00119,laptops,Premium Laptop Sleeve,30,0.9495200730287418,0.3124528396174365,True,2022-03-01 00:00:00,
SKU_00120,accessories,Basic Clip,30,0.6181344393423746,0.1314288873935934,True,2022-03-01 00:00:00,
SKU_00121,laptops,Essential Laptop Stand,197,0.9028263575422414,0.25768722748306355,True,2022-03-01 00:00:00,
SKU_00122,accessories,Pro Hook,163,0.5152930393836344,0.19145054350625207,True,2022-03-01 00:00:00,
SKU_00123,gaming,Pro Headset,217,0.25315563801778396,0.2620542361411165,True,2022-03-01 00:00:00,
SKU_00124,smartphones,Classic Phone Stand,23,0.19494889451694786,0.28254417000279697,True,2022-03-01 00:00:00,
SKU_00125,tablets,Essential Tablet Mount,72,0.2964189204321134,0.2544178900222195,True,2022-03-01 00:00:00,
SKU_00126,accessories,Classic Cable,404,0.22426984565816016,0.32678199053819085,True,2022-03-01 00:00:00,
SKU_00127,gaming,Elite Racing Wheel,172,0.7864762920569713,0.14798090514610465,True,2022-03-01 00:00:00,
SKU_00128,accessories,Premium Holder,28,0.5753375102341316,0.3389425807487497,True,2022-03-01 00:00:00,
SKU_00129,smartphones,Essential Power Bank,126,0.3895263177491183,0.3421175163860146,True,2022-03-01 00:00:00,
SKU_00130,smartphones,Premium Phone Stand,82,0.7534258121535724,0.2294275450544112,True,2022-03-01 00:00:00,
SKU_00131,audio,Essential Turntable,50,0.9876590277326398,0.1975974348508965,True,2022-03-01 00:00:00,
SKU_00132,accessories,Pro Ring,188,0.8514230221955257,0.27597989605179674,True,2022-03-01 00:00:00,
SKU_00133,tablets,Basic Tablet Mount,45,0.4030213589299728,0.29350166676793077,True,2022-03-01 00:00:00,
SKU_00134,smartphones,Elite Screen Protector,74,0.5047147597547885,0.2279927135786447,True,2022-03-01 00:00:00,
SKU_00135,accessories,Pro Cable,19,0.5484372468873324,0.23425235822485962,True,2022-03-01 00:00:00,
SKU_00136,laptops,Elite Cooling Pad,219,0.3518872756830068,0.1287337053299011,True,2022-03-01 00:00:00,
SKU_00137,tablets,Classic Drawing Pen,630,0.630215430438256,0.10176129336915082,True,2022-03-01 00:00:00,
SKU_00138,smartphones,Premium Charging Dock,139,0.8400028576885403,0.19843980038661485,True,2022-03-01 00:00:00,
SKU_00139,gaming,Essential Mousepad,74,0.9872284005373461,0.1172165140978548,True,2022-03-01 00:00:00,
SKU_00140,accessories,Elite Adapter,204,0.7248897142669364,0.16580130420080003,True,2022-03-01 00:00:00,
SKU_00141,smartphones,Classic Phone Case,26,0.577637015130208,0.2871965519997345,True,2022-03-01 00:00:00,
SKU_00142,audio,Basic Earbuds,25,0.714656709917739,0.2670298640753799,True,2022-03-01 00:00:00,
SKU_00143,audio,Basic Soundbar,115,0.20291058442411214,0.2612798013663492,True,2022-03-01 00:00:00,
SKU_00144,laptops,Premium Docking Station,19,0.5291121175093992,0.21708324981175192,True,2022-03-01 00:00:00,
SKU_00145,gaming,Premium Joystick,291,0.19524664558945776,0.1540419795311907,True,2022-03-01 00:00:00,
SKU_00146,gaming,Pro Racing Wheel,199,0.16795808133682744,0.15884276253932889,True,2022-03-01 00:00:00,
SKU_00147,accessories,Pro Adapter,92,0.8109878775846595,0.2609413862770784,True,2022-03-01 00:00:00,
SKU_00148,gaming,Basic Controller,444,0.9925262270136266,0.2338383145549986,True,2022-03-01 00:00:00,
SKU_00149,laptops,Elite Laptop Stand,418,0.3759003383317716,0.2478478680940751,True,2022-03-01 00:00:00,
SKU_00150,gaming,Basic Stream Deck,276,0.21425326584608834,0.19560396080565676,True,2022-03-01 00:00:00,
SKU_00151,accessories,Elite Ring,244,0.40659523155707755,0.15123787716487108,True,2022-03-01 00:00:00,
SKU_00152,smartphones,Elite Phone Case,11,0.6679454232361522,0.23017418925858707,True,2022-03-01 00:00:00,
SKU_00153,audio,Premium Earbuds,748,0.8427674307241542,0.15256989273157878,True,2022-03-01 00:00:00,
SKU_00154,gaming,Classic Joystick,104,0.8633995620447925,0.24076185136374662,True,2022-03-01 00:00:00,
SKU_00155,tablets,Premium Folio,746,0.6537313363987697,0.26478034199794015,True,2022-03-01 00:00:00,
SKU_00156,gaming,Premium Mousepad,51,0.6722483163821753,0.10601069105213212,True,2022-03-01 00:00:00,
SKU_00157,accessories,Essential Adapter,113,0.6907773732731538,0.3226251301139353,True,2022-03-01 00:00:00,
SKU_00158,audio,Essential Earbuds,16,0.6689046515585158,0.20469735838724865,True,2022-03-01 00:00:00,
SKU_00159,gaming,Elite Racing Wheel,144,0.19868484929276284,0.25652550334054675,True,2022-03-01 00:00:00,
SKU_00160,gaming,Premium Mousepad,52,0.19392236902098847,0.3001156926763236,True,2022-03-01 00:00:00,
SKU_00161,accessories,Essential Ring,28,0.8176237646230827,0.15182972955037483,True,2022-03-01 00:00:00,
SKU_00162,laptops,Premium Carry Case,45,0.11335399927046443,0.3466213161766649,True,2022-03-01 00:00:00,
SKU_00163,tablets,Premium Drawing Pen,245,0.10472719595353319,0.2932956941821114,True,2022-03-01 00:00:00,
SKU_00164,gaming,Essential Capture Card,242,0.16915439299138846,0.25774517860499135,True,2022-03-01 00:00:00,
SKU_00165,smartphones,Essential Phone Case,30,0.19934663749975295,0.245292912746347,True,2022-03-01 00:00:00,
SKU_00166,accessories,Elite Hook,39,0.5986385918305599,0.20892995240167145,True,2022-03-01 00:00:00,
SKU_00167,accessories,Pro Ring,46,0.7950494556077085,0.08472688794911454,True,2022-03-01 00:00:00,
SKU_00168,smartphones,Premium Screen Protector,6,0.2492944585926599,0.18002851526105637,True,2022-03-01 00:00:00,
SKU_00169,smartphones,Elite Power Bank,23,0.592411799452649,0.11359299866680647,True,2022-03-01 00:00:00,
SKU_00170,smartphones,Premium Smartwatch,80,0.3771501702888054,0.3311672087839987,True,2022-03-01 00:00:00,
SKU_00171,audio,Elite Turntable,22,0.415970778258302,0.11700319172490634,True,2022-03-01 00:00:00,
SKU_00172,accessories,Elite Strap,107,0.6724093855801972,0.1361012277031941,True,2022-03-01 00:00:00,
SKU_00173,smartphones,Pro Phone Case,239,0.1859818278696054,0.13106325120887982,True,2022-03-01 00:00:00,
SKU_00174,smartphones,Classic Screen Protector,201,0.23027123253113838,0.26828968149803756,True,2022-03-01 00:00:00,
SKU_00175,laptops,Elite Laptop Stand,904,0.188386979243241,0.19173096947631374,True,2022-03-01 00:00:00,
SKU_00176,accessories,Premium Holder,191,0.2508583386707154,0.347989677081927,True,2022-03-01 00:00:00,
SKU_00177,tablets,Basic Tablet Stand,16,0.9539722179051524,0.13207256783828797,True,2022-03-01 00:00:00,
SKU_00178,audio,Essential Soundbar,107,0.9859582606840318,0.2780090199830637,True,2022-03-01 00:00:00,
SKU_00179,laptops,Basic Privacy Screen,40,0.8010799974654172,0.19206168102115184,True,2022-03-01 00:00:00,
SKU_00180,gaming,Essential Headset,238,0.7392051865951771,0.20922153901375723,True,2022-03-01 00:00:00,
SKU_00181,accessories,Elite Strap,344,0.6250441118434187,0.28895472395905464,True,2022-03-01 00:00:00,
SKU_00182,smartphones,Classic Phone Mount,277,0.629980321900087,0.11604025671872677,True,2022-03-01 00:00:00,
SKU_00183,smartphones,Essential Phone Mount,282,0.17817228887555553,0.21025327061782745,True,2022-03-01 00:00:00,
SKU_00184,accessories,Essential Clip,62,0.36706909698421086,0.29107837626198324,True,2022-03-01 00:00:00,
SKU_00185,smartphones,Essential Phone Stand,110,0.6238255563373579,0.2050819428385932,True,2022-03-01 00:00:00,
SKU_00186,accessories,Classic Ring,24,0.7150602749653937,0.19632634568280982,True,2022-03-01 00:00:00,
SKU_00187,smartphones,Pro Charging Dock,100,0.6545732033404691,0.2219098102518986,True,2022-03-01 00:00:00,
SKU_00188,audio,Premium Subwoofer,41,0.23431979624917237,0.25488019905314485,True,2022-03-01 00:00:00,
SKU_00189,gaming,Pro Racing Wheel,97,0.7703562264183023,0.286624487995327,True,2022-03-01 00:00:00,
SKU_00190,smartphones,Basic Screen Protector,359,0.69222828226002,0.12919201389065,True,2022-03-01 00:00:00,
SKU_00191,laptops,Pro Privacy Screen,303,0.9050386880319387,0.343871586120035,True,2022-03-01 00:00:00,
SKU_00192,audio,Premium DAC,124,0.9587998054352166,0.13322748795345166,True,2022-03-01 00:00:00,
SKU_00193,accessories,Essential Dongle,130,0.2139463873551088,0.08291807580127991,True,2022-03-01 00:00:00,
SKU_00194,accessories,Essential Holder,40,0.6341138700818103,0.1369363412899755,True,2022-03-01 00:00:00,
SKU_00195,accessories,Pro Cable,115,0.592698669756467,0.2239326455087019,True,2022-03-01 00:00:00,
SKU_00196,accessories,Basic Holder,21,0.6710315580410432,0.1980010252838621,True,2022-03-01 00:00:00,
SKU_00197,smartphones,Premium Screen Protector,53,0.1470203199294685,0.2824482679195591,True,2022-03-01 00:00:00,
SKU_00198,audio,Premium Receiver,240,0.5782214972148692,0.2124694030916498,True,2022-03-01 00:00:00,
SKU_00199,laptops,Elite Docking Station,100,0.6639881822340984,0.27500675068256347,True,2022-03-01 00:00:00,
SKU_00200,accessories,Essential Holder,12,0.1084340816088265,0.0962382197831042,True,2022-03-01 00:00:00,
SKU_00201,laptops,Basic USB Hub,294,0.22044230723625702,0.26667168863439816,True,2022-03-01 00:00:00,
SKU_00202,accessories,Pro Hook,17,0.21137113908830507,0.235015868217534,True,2022-03-01 00:00:00,
SKU_00203,laptops,Basic Cooling Pad,28,0.6608916875481469,0.0820945602812765,True,2022-03-01 00:00:00,
